pb_acc	gene
ENSMUST00000140729.2	Fam98a
ENSMUST00000140738.8	Haghl
ENSMUST00000140784.2	Dll1
ENSMUST00000140829.2	Zfp563
ENSMUST00000140885.8	Mydgf
ENSMUST00000140890.3	Gm49987
ENSMUST00000140906.8	Pdpk1
ENSMUST00000140918.3	Fgd2
ENSMUST00000140926.2	Mpnd
ENSMUST00000140973.9	Brpf3
ENSMUST00000140979.8	Satb1
ENSMUST00000140990.8	Atat1
ENSMUST00000141049.2	Rpl10a
ENSMUST00000141052.2	Foxn2
ENSMUST00000141059.2	Tulp4
ENSMUST00000141095.8	Noxo1
ENSMUST00000141132.2	Atat1
ENSMUST00000141204.2	Crisp2
ENSMUST00000141213.2	Sft2d1
ENSMUST00000141239.2	Rab44
ENSMUST00000141240.3	Fam234a
ENSMUST00000141295.8	Cfb
ENSMUST00000141314.8	Pde9a
ENSMUST00000141319.2	Mtch1
ENSMUST00000141324.8	Ndufb10
ENSMUST00000141325.2	Cyp4f13
ENSMUST00000141431.8	Stk38
ENSMUST00000141445.2	Gm16191
ENSMUST00000141507.2	Kdm4b
ENSMUST00000141522.2	Noxo1
ENSMUST00000141606.3	Lmf1
ENSMUST00000141631.2	Tfeb
ENSMUST00000141640.2	Afdn
ENSMUST00000141648.3	Fance
ENSMUST00000141662.8	Atat1
ENSMUST00000141699.2	Mrps10
ENSMUST00000141714.2	Rasal3
ENSMUST00000141768.2	Notch4
ENSMUST00000141788.2	Prss41
ENSMUST00000141806.3	Gm50238
ENSMUST00000141811.2	Gm15404
ENSMUST00000141815.3	Zfp952
ENSMUST00000141831.8	Zfp946
ENSMUST00000141877.2	Pde10a
ENSMUST00000141969.2	Fam98a
ENSMUST00000142000.9	Ift140
ENSMUST00000142003.2	Prkce
ENSMUST00000142014.2	Prickle4
ENSMUST00000142030.8	Tulp4
ENSMUST00000142141.3	Ggnbp1
ENSMUST00000142143.3	Tulp1
ENSMUST00000142154.8	Mtcl1
ENSMUST00000142170.3	Scube3
ENSMUST00000142203.8	Rasal3
ENSMUST00000142208.8	Tsbp1
ENSMUST00000142226.2	Ppard
ENSMUST00000142264.8	Lmf1
ENSMUST00000142317.8	Tsbp1
ENSMUST00000142321.2	Vegfa
ENSMUST00000142351.9	Vegfa
ENSMUST00000142362.2	Tbl3
ENSMUST00000142366.3	Stk38
ENSMUST00000142387.2	Uhrf1
ENSMUST00000142409.8	Synj2
ENSMUST00000142410.2	Pdia2
ENSMUST00000142415.2	Atp6v1g2
ENSMUST00000142461.2	ENSMUSG00000121749
ENSMUST00000142526.9	Pisd-ps2
ENSMUST00000142539.8	Crebrf
ENSMUST00000142570.2	Brd2
ENSMUST00000142594.8	Mpc1
ENSMUST00000142706.9	Polr1c
ENSMUST00000142752.8	Safb2
ENSMUST00000142842.8	Lpin2
ENSMUST00000142863.2	Tcte2
ENSMUST00000142923.2	Stk38
ENSMUST00000142940.8	Safb2
ENSMUST00000142999.2	Zfp40
ENSMUST00000143018.2	Ptprs
ENSMUST00000143114.8	Atat1
ENSMUST00000143137.2	Enpp4
ENSMUST00000143156.2	Tomm6
ENSMUST00000143158.3	Bak1
ENSMUST00000143162.9	Tcte2
ENSMUST00000143248.8	Haghl
ENSMUST00000143289.2	Atp6v1g2
ENSMUST00000143296.2	Jmjd8
ENSMUST00000143354.3	Col11a2
ENSMUST00000143390.2	Telo2
ENSMUST00000143443.3	Rpl10a
ENSMUST00000143460.2	Dll1
ENSMUST00000143516.8	Ankrd12
ENSMUST00000143549.9	Pde9a
ENSMUST00000143605.2	Itpr3os
ENSMUST00000143685.3	Fkbp5
ENSMUST00000143725.8	Mrps10
ENSMUST00000143789.5	Gm21981
ENSMUST00000143808.2	Rasal3
ENSMUST00000143828.3	Trmt61b
ENSMUST00000143907.3	Tmem63b
ENSMUST00000143924.8	Tbp
ENSMUST00000143961.2	Tcp1
ENSMUST00000143962.2	Frs3os
ENSMUST00000143965.8	Calm2
ENSMUST00000143982.2	Cbs
ENSMUST00000143985.2	Vegfa
ENSMUST00000143987.9	Ndufv2
ENSMUST00000144015.2	Smok4a
ENSMUST00000144022.9	Brpf3
ENSMUST00000144124.2	Tulp4
ENSMUST00000144142.2	Spdya
ENSMUST00000144182.8	Trim26
ENSMUST00000144200.2	Ppard
ENSMUST00000144204.8	Ttc7
ENSMUST00000144221.2	Crebrf
ENSMUST00000144236.9	Mcfd2
ENSMUST00000144243.8	Crisp2
ENSMUST00000144255.8	Safb2
ENSMUST00000144284.2	Serac1
ENSMUST00000144285.2	Ndufb10
ENSMUST00000144299.9	Stk38
ENSMUST00000144331.8	Satb1
ENSMUST00000144336.2	Mapk8ip3
ENSMUST00000144382.8	Ppp1r18
ENSMUST00000144430.2	Spsb3
ENSMUST00000144474.8	Sgo1
ENSMUST00000144479.2	Togaram2
ENSMUST00000144492.8	Mtcl1
ENSMUST00000144516.9	Stk38
ENSMUST00000144533.8	Pdpk1
ENSMUST00000144551.2	Srsf3
ENSMUST00000144587.2	Rab11fip3
ENSMUST00000144589.8	Jmjd8
ENSMUST00000144616.2	Fgd2
ENSMUST00000144772.8	Ubash3a
ENSMUST00000144861.2	Tcp10a
ENSMUST00000144925.2	Prss32
ENSMUST00000144927.2	Col11a2
ENSMUST00000144955.2	Pgc
ENSMUST00000144964.8	Pex6
ENSMUST00000144966.2	Cul7
ENSMUST00000144979.2	Frs3os
ENSMUST00000145023.3	Srpk1
ENSMUST00000145030.2	Gm16046
ENSMUST00000145053.2	Haghl
ENSMUST00000145124.3	Fgd2
ENSMUST00000145148.2	Uqcc2
ENSMUST00000145183.3	Smim29
ENSMUST00000145201.2	Ehmt2
ENSMUST00000145205.2	Hsp90ab1
ENSMUST00000145224.2	Slc26a8
ENSMUST00000145226.9	Rps10
ENSMUST00000145260.2	H2-M5
ENSMUST00000145276.8	Sft2d1
ENSMUST00000145298.2	Stk38
ENSMUST00000145313.8	Zfp523
ENSMUST00000145314.2	Usp49
ENSMUST00000145340.8	Tulp4
ENSMUST00000145347.8	Mtcl1
ENSMUST00000145357.2	Mapk8ip3
ENSMUST00000145371.2	Yipf3
ENSMUST00000145402.8	Mpc1
ENSMUST00000145462.2	Guca1b
ENSMUST00000145480.2	Strn
ENSMUST00000145528.2	Tap2
ENSMUST00000145567.8	Cul7
ENSMUST00000145624.2	Ehmt2
ENSMUST00000145683.2	Cyp4f13
ENSMUST00000145688.8	Nme3
ENSMUST00000145730.2	Srpk1
ENSMUST00000145745.3	Pigq
ENSMUST00000145804.2	Ppp1r18os
ENSMUST00000145848.2	Nudt12os
ENSMUST00000145873.8	Tmem63b
ENSMUST00000145877.2	Cnpy3
ENSMUST00000145882.8	Eme2
ENSMUST00000145895.8	Mcfd2
ENSMUST00000145900.8	Ddr1
ENSMUST00000145910.9	Strn
ENSMUST00000145924.2	Gm15597
ENSMUST00000146019.2	Sgo1
ENSMUST00000146035.2	Gtf2h5
ENSMUST00000146070.2	Safb2
ENSMUST00000146077.2	Dusp1
ENSMUST00000146090.2	Ankrd12
ENSMUST00000146104.3	Fance
ENSMUST00000146105.8	Gm20517
ENSMUST00000146149.2	Vegfa
ENSMUST00000146183.2	Mrpl2
ENSMUST00000146255.2	Mrps18a
ENSMUST00000146277.8	Grm4
ENSMUST00000146279.2	Rab12
ENSMUST00000146299.8	Gm20547
ENSMUST00000146320.4	Gm15318
ENSMUST00000146321.3	Nudt3
ENSMUST00000146414.4	Satb1
ENSMUST00000146418.2	Ehmt2
ENSMUST00000146451.8	2310061I04Rik
ENSMUST00000146467.2	Ubxn6
ENSMUST00000146472.8	Ddr1
ENSMUST00000146474.8	Sult6b1
ENSMUST00000146493.3	Tulp1
ENSMUST00000146522.2	Telo2
ENSMUST00000146560.10	4833418N02Rik
ENSMUST00000146565.2	Galnt14
ENSMUST00000146668.9	Tead3
ENSMUST00000146683.2	Rgs11
ENSMUST00000146703.2	Arid1b
ENSMUST00000146706.2	Mapk8ip3
ENSMUST00000146711.2	Atp6v1g2
ENSMUST00000146718.2	Cyp4f13
ENSMUST00000146724.2	Def6
ENSMUST00000146730.9	Dlgap1
ENSMUST00000146758.8	Tulp4
ENSMUST00000146770.8	Hsp90ab1
ENSMUST00000146779.2	Pnpla1os
ENSMUST00000146782.2	Tfeb
ENSMUST00000146800.3	Fgd2
ENSMUST00000146839.2	Ltbp1
ENSMUST00000146856.4	Tpsab1
ENSMUST00000146867.2	Rps2
ENSMUST00000146917.2	Prkd3
ENSMUST00000146923.8	Mapk8ip3
ENSMUST00000146958.8	Safb2
ENSMUST00000147076.8	Rrp1b
ENSMUST00000147081.9	Tbp
ENSMUST00000147109.2	Mapk8ip3
ENSMUST00000147111.2	Smchd1
ENSMUST00000147112.2	Gnmt
ENSMUST00000147199.8	Pdpk1
ENSMUST00000147220.8	Rgs11
ENSMUST00000147265.9	Srsf3
ENSMUST00000147311.2	Rpl35a-ps3
ENSMUST00000147427.2	Mpc1
ENSMUST00000147484.2	Ndufv2
ENSMUST00000147489.2	Kdm4b
ENSMUST00000147516.2	Bnip1
ENSMUST00000147532.8	Prdm9
ENSMUST00000147626.2	Prss30
ENSMUST00000147630.2	Zfp97
ENSMUST00000147648.2	Ndufb10
ENSMUST00000147672.2	Mrps18a
ENSMUST00000147686.2	Ubash3a
ENSMUST00000147716.2	Fkbp5
ENSMUST00000147724.8	Tcp1
ENSMUST00000147774.2	Gm16275
ENSMUST00000147803.8	Tcp10a
ENSMUST00000147865.2	Grm4
ENSMUST00000147983.3	Ppp2r1a
ENSMUST00000148021.3	Rab11fip3
ENSMUST00000148045.8	Pigq
ENSMUST00000148062.8	Zscan10
ENSMUST00000148064.2	Gm16278
ENSMUST00000148065.8	Ddr1
ENSMUST00000148126.2	Ttc7
ENSMUST00000148134.8	Pdia2
ENSMUST00000148143.3	Brd2
ENSMUST00000148149.2	Brpf3
ENSMUST00000148178.8	Hnrnpm
ENSMUST00000148188.9	Tulp1
ENSMUST00000148215.9	Gm15318
ENSMUST00000148258.2	Hnrnpm
ENSMUST00000148307.2	Pigq
ENSMUST00000148342.8	Scube3
ENSMUST00000148360.2	Mapk8ip3
ENSMUST00000148382.2	Pigq
ENSMUST00000148430.3	Tcte2
ENSMUST00000148431.10	C2
ENSMUST00000148464.2	Gm16191
ENSMUST00000148482.8	2310061I04Rik
ENSMUST00000148486.8	Dlgap1
ENSMUST00000148537.2	Mrpl14
ENSMUST00000148541.8	Atp6v0c
ENSMUST00000148545.2	Trem2
ENSMUST00000148554.2	Ttc7
ENSMUST00000148556.2	Lbh
ENSMUST00000148557.8	Abca3
ENSMUST00000148559.2	Satb1
ENSMUST00000148581.8	Rsph9
ENSMUST00000148656.2	Cnpy3
ENSMUST00000148704.8	BC028777
ENSMUST00000148721.8	2310061I04Rik
ENSMUST00000148820.2	Dnase1l2
ENSMUST00000148872.2	Pex6
ENSMUST00000148894.2	Luc7l
ENSMUST00000148960.8	Myl12a
ENSMUST00000148986.8	Haghl
ENSMUST00000149027.8	Dynlt1c
ENSMUST00000149040.2	Mrpl14
ENSMUST00000149064.9	Lclat1
ENSMUST00000149121.8	Tsbp1
ENSMUST00000149233.8	Abca3
ENSMUST00000149277.8	Atat1
ENSMUST00000149326.2	Tbl3
ENSMUST00000149405.4	BC004004
ENSMUST00000149440.8	Pde10a
ENSMUST00000149441.8	Mpnd
ENSMUST00000149452.2	Gm16279
ENSMUST00000149518.2	Tbp
ENSMUST00000149552.3	Gm16758
ENSMUST00000149632.2	Alkbh7
ENSMUST00000149645.8	Ciao3
ENSMUST00000149699.8	Zfp758
ENSMUST00000149716.4	Hagh
ENSMUST00000149746.2	Rrp1b
ENSMUST00000149756.8	Tulp4
ENSMUST00000149838.8	Tulp4
ENSMUST00000149893.2	Med20
ENSMUST00000149916.2	Tedc2
ENSMUST00000149944.2	Fpr2
ENSMUST00000149973.2	Lpin2
ENSMUST00000149989.2	Yipf3
ENSMUST00000150023.2	Ston1
ENSMUST00000150056.2	2310061I04Rik
ENSMUST00000150103.3	Rpl10a
ENSMUST00000150137.2	Calm2
ENSMUST00000150151.2	Rrp1b
ENSMUST00000150157.3	Srsf3
ENSMUST00000150187.2	Rrp1b
ENSMUST00000150260.2	Dlgap1
ENSMUST00000150280.3	Nme4
ENSMUST00000150302.2	Spaca6
ENSMUST00000150313.2	Noxo1
ENSMUST00000150324.8	Haghl
ENSMUST00000150327.8	Vegfa
ENSMUST00000150341.9	Tulp1
ENSMUST00000150388.3	Gm28052
ENSMUST00000150441.2	Notch4
ENSMUST00000150456.2	Myl12a
ENSMUST00000150469.2	Rrp1b
ENSMUST00000150486.2	Prkce
ENSMUST00000150500.8	Nme3
ENSMUST00000150534.9	Decr2
ENSMUST00000150573.8	L3mbtl4
ENSMUST00000150578.2	Pdpk1
ENSMUST00000150647.2	Atp6v0c
ENSMUST00000150728.8	Sft2d1
ENSMUST00000150763.2	Rps10
ENSMUST00000150766.2	Ankrd12
ENSMUST00000150786.2	Ehmt2
ENSMUST00000150798.8	Dlgap1
ENSMUST00000150819.3	AI661453
ENSMUST00000150848.8	Afdn
ENSMUST00000150858.2	Kctd20
ENSMUST00000150874.2	BC004004
ENSMUST00000150889.3	Gm16046
ENSMUST00000150924.2	Gpsm3
ENSMUST00000151002.8	Cul7
ENSMUST00000151009.8	Atat1
ENSMUST00000151061.2	Atp6v0c
ENSMUST00000151093.2	Mydgf
ENSMUST00000151136.2	Gm10501
ENSMUST00000151155.8	Mcfd2
ENSMUST00000151205.2	Telo2
ENSMUST00000151274.2	2310061I04Rik
ENSMUST00000151287.8	Tcp1
ENSMUST00000151293.2	Fam234a
ENSMUST00000151306.2	Hsp90ab1
ENSMUST00000151312.2	Fance
ENSMUST00000151350.2	Capn11
ENSMUST00000151375.2	Ppp1r10
ENSMUST00000151398.4	Gm10505
ENSMUST00000151439.8	Tmem63b
ENSMUST00000151447.2	Zfp40
ENSMUST00000151448.8	Prss30
ENSMUST00000151488.2	Yipf3
ENSMUST00000151540.2	Prickle4
ENSMUST00000151557.2	Tead3
ENSMUST00000151595.2	Zfp523
ENSMUST00000151597.3	Cbs
ENSMUST00000151609.2	1700010I14Rik
ENSMUST00000151613.2	Mapk14
ENSMUST00000151620.9	Ubash3a
ENSMUST00000151654.8	Notch4
ENSMUST00000151664.8	Ppp1r10
ENSMUST00000151681.2	Crebrf
ENSMUST00000151715.2	Tcp1
ENSMUST00000151718.3	Cbs
ENSMUST00000151732.2	Tulp4
ENSMUST00000151739.3	Mtch1
ENSMUST00000151776.2	Ift140
ENSMUST00000151797.3	Prss41
ENSMUST00000151808.2	Rrp1b
ENSMUST00000151867.2	Notch4
ENSMUST00000151920.2	Ggnbp1
ENSMUST00000151943.8	Ubxn6
ENSMUST00000151986.2	Brd2
ENSMUST00000152107.3	Luc7l
ENSMUST00000152155.2	Mep1a
ENSMUST00000152214.4	Prickle4
ENSMUST00000152299.2	Rgs11
ENSMUST00000152354.2	Rsph9
ENSMUST00000152407.8	Rps2
ENSMUST00000152416.8	Dll1
ENSMUST00000152417.8	C2
ENSMUST00000152434.9	Jmjd8
ENSMUST00000152455.8	Mdfi
ENSMUST00000152460.2	Telo2
ENSMUST00000152472.8	Zfp318
ENSMUST00000152486.2	Mapk8ip3
ENSMUST00000152497.2	Mrps10
ENSMUST00000152527.2	Noxo1
ENSMUST00000152583.8	Polr1c
ENSMUST00000152665.3	Rpl10a
ENSMUST00000152672.2	Tulp4
ENSMUST00000152676.8	Rgs11
ENSMUST00000152714.2	Notch4
ENSMUST00000152724.2	Usp49
ENSMUST00000152750.2	Nudt12os
ENSMUST00000152830.9	Satb1
ENSMUST00000152982.3	Rps10
ENSMUST00000153014.2	Ttc7
ENSMUST00000153072.8	Zfp563
ENSMUST00000153118.3	Tpsab1
ENSMUST00000153131.2	Treml4
ENSMUST00000153197.2	Mpnd
ENSMUST00000153199.2	Gm7809
ENSMUST00000153220.2	St6gal2
ENSMUST00000153325.2	Serac1
ENSMUST00000153400.8	Cfb
ENSMUST00000153406.8	Sft2d1
ENSMUST00000153420.2	Treml4
ENSMUST00000153445.9	Togaram2
ENSMUST00000153462.8	Kctd20
ENSMUST00000153480.2	Tbp
ENSMUST00000153582.2	Fam234a
ENSMUST00000153608.2	Hnrnpm
ENSMUST00000153613.2	Ston1
ENSMUST00000153658.3	Mtch1
ENSMUST00000153744.2	Fkbp5
ENSMUST00000153745.2	Tmem204
ENSMUST00000153752.2	Foxp4
ENSMUST00000153831.9	Kctd20
ENSMUST00000153858.8	Dnase1l2
ENSMUST00000153895.8	Ift140
ENSMUST00000153947.8	Ubxn6
ENSMUST00000153985.8	Zfp943
ENSMUST00000154039.2	Mrps10
ENSMUST00000154108.2	Foxp4
ENSMUST00000154114.8	Synj2
ENSMUST00000154166.8	Enpp5
ENSMUST00000154232.9	Brd2
ENSMUST00000154235.8	Luc7l
ENSMUST00000154236.2	Mrps34
ENSMUST00000154255.8	Ttc7
ENSMUST00000154272.2	2310061I04Rik
ENSMUST00000154293.8	Pdcd2
ENSMUST00000154301.2	Spaca6
ENSMUST00000154321.2	Nme3
ENSMUST00000154335.8	Treml4
ENSMUST00000154347.2	Prss32
ENSMUST00000154348.2	Gm7805
ENSMUST00000154363.8	Hagh
ENSMUST00000154392.2	Pde9a
ENSMUST00000154473.9	Smim29
ENSMUST00000154507.8	Lpin2
ENSMUST00000154526.8	Cfb
ENSMUST00000154553.2	Sft2d1
ENSMUST00000154567.8	Pde9a
ENSMUST00000154670.8	2310061I04Rik
ENSMUST00000154675.2	Dnase1l2
ENSMUST00000154711.2	Ciao3
ENSMUST00000154731.3	Ggnbp1
ENSMUST00000154842.2	Lmf1
ENSMUST00000154856.2	Ppp1r10
ENSMUST00000154873.9	Tead3
ENSMUST00000154982.2	Pdpk1
ENSMUST00000154991.8	Safb2
ENSMUST00000155016.8	Dlgap1
ENSMUST00000155026.2	Rab12
ENSMUST00000155030.2	Zfp523
ENSMUST00000155051.8	Tbp
ENSMUST00000155071.9	Rps10
ENSMUST00000155072.8	Rgs11
ENSMUST00000155113.3	Pde9a
ENSMUST00000155151.3	Luc7l
ENSMUST00000155166.2	Tcte2
ENSMUST00000155259.2	Pacsin1
ENSMUST00000155286.2	Brd2
ENSMUST00000155293.8	Spaca6
ENSMUST00000155348.3	Pi16
ENSMUST00000155364.8	Mpc1
ENSMUST00000155395.3	Pde9a
ENSMUST00000155556.2	Arhgdig
ENSMUST00000155607.8	Telo2
ENSMUST00000155628.8	Ddr1
ENSMUST00000155632.8	Telo2
ENSMUST00000155640.2	Foxn2
ENSMUST00000155667.2	Taf11
ENSMUST00000155812.2	Tomm6os
ENSMUST00000155814.8	Cbs
ENSMUST00000155823.7	Dlgap1
ENSMUST00000155889.2	Abca3
ENSMUST00000155904.2	Mcfd2
ENSMUST00000155957.8	Ddr1
ENSMUST00000155983.2	Safb2
ENSMUST00000156029.8	Brpf3
ENSMUST00000156050.2	Tubb5
ENSMUST00000156051.3	Satb1
ENSMUST00000156061.2	Atp6v0c
ENSMUST00000156094.2	Rftn1
ENSMUST00000156118.8	Frs3
ENSMUST00000156164.2	Rrp1b
ENSMUST00000156215.9	BC004004
ENSMUST00000156224.2	Gm16172
ENSMUST00000156254.8	Tmem63b
ENSMUST00000156429.9	Nudt3
ENSMUST00000156464.2	Mrpl2
ENSMUST00000156484.2	Tgif1
ENSMUST00000156505.9	Fance
ENSMUST00000156565.2	Lpin2
ENSMUST00000156569.2	Fance
ENSMUST00000156570.8	Lpin2
ENSMUST00000156591.8	Afdn
ENSMUST00000156640.2	Safb2
ENSMUST00000156659.8	Eme2
ENSMUST00000156663.2	Mapk8ip3
ENSMUST00000156698.2	Telo2
ENSMUST00000156724.2	Notch4
ENSMUST00000156732.3	Stk38
ENSMUST00000156775.2	Arid1b
ENSMUST00000156817.2	2310061I04Rik
ENSMUST00000156862.3	Tead3
ENSMUST00000156868.2	Lmf1
ENSMUST00000156869.2	Gemin6
ENSMUST00000156872.2	Trim26
ENSMUST00000156924.2	Pigq
ENSMUST00000156945.2	Ift140
ENSMUST00000156946.2	Dlgap1
ENSMUST00000156950.3	Gm15458
ENSMUST00000157017.2	Zfp952
ENSMUST00000159009.2	Tcf19
ENSMUST00000159030.8	Six3os1
ENSMUST00000159031.2	0610012D04Rik
ENSMUST00000159048.9	Cacna1h
ENSMUST00000159052.3	Cacna1h
ENSMUST00000159063.8	Nfya
ENSMUST00000159086.10	Zfp871
ENSMUST00000159103.2	Gm15974
ENSMUST00000159104.8	Wtap
ENSMUST00000159127.2	Igf2r
ENSMUST00000159155.3	Gm16169
ENSMUST00000159197.8	Tbp
ENSMUST00000159222.2	Lrpprc
ENSMUST00000159223.8	Mas1
ENSMUST00000159237.8	Nfya
ENSMUST00000159301.2	Gm16574
ENSMUST00000159331.3	Cacna1h
ENSMUST00000159333.2	Stk19
ENSMUST00000159340.8	Mpnd
ENSMUST00000159354.2	Kif6
ENSMUST00000159358.2	Acat2
ENSMUST00000159394.8	Sytl3
ENSMUST00000159396.2	Kif6
ENSMUST00000159419.2	Nrxn1
ENSMUST00000159420.2	Mpnd
ENSMUST00000159422.2	A230009B12Rik
ENSMUST00000159426.2	Clcn7
ENSMUST00000159471.2	Gm16554
ENSMUST00000159478.3	Tspo2
ENSMUST00000159535.2	Nfya
ENSMUST00000159539.3	C4a
ENSMUST00000159540.8	Nhlrc4
ENSMUST00000159551.8	Wtap
ENSMUST00000159602.3	A230009B12Rik
ENSMUST00000159610.8	Cacna1h
ENSMUST00000159623.3	Cacna1h
ENSMUST00000159641.8	Tfeb
ENSMUST00000159646.8	Ppp4r1
ENSMUST00000159650.8	Pdxk-ps
ENSMUST00000159669.8	C4a
ENSMUST00000159671.8	Gtf2h4
ENSMUST00000159697.2	Acat2
ENSMUST00000159710.2	Sult6b1
ENSMUST00000159731.2	Airn
ENSMUST00000159765.2	Mrpl18
ENSMUST00000159773.2	Clcn7
ENSMUST00000159778.8	Nrxn1
ENSMUST00000159791.3	Airn
ENSMUST00000159852.2	Gtf2h4
ENSMUST00000159865.2	Mas1
ENSMUST00000159875.3	Tbc1d22bos
ENSMUST00000159943.8	Runx2
ENSMUST00000159947.2	E430024P14Rik
ENSMUST00000159971.2	Gm16555
ENSMUST00000159986.8	Wtap
ENSMUST00000159988.2	Tspo2
ENSMUST00000159996.8	Mpnd
ENSMUST00000160011.2	Lrpprc
ENSMUST00000160039.8	Gtf2h4
ENSMUST00000160049.8	Kif6
ENSMUST00000160079.2	Gm3355
ENSMUST00000160114.2	Tbc1d22b
ENSMUST00000160177.3	E430024P14Rik
ENSMUST00000160193.2	Stk19
ENSMUST00000160199.2	Runx2
ENSMUST00000160203.2	Runx2os3
ENSMUST00000160259.2	Tspo2
ENSMUST00000160269.2	Cript
ENSMUST00000160270.2	4833413E03Rik
ENSMUST00000160275.2	Wdr24
ENSMUST00000160309.3	C4a
ENSMUST00000160319.8	Nfya
ENSMUST00000160349.2	Wdr24
ENSMUST00000160373.8	Tfeb
ENSMUST00000160377.9	Tpsg1
ENSMUST00000160378.3	Acat3
ENSMUST00000160414.2	Lrpprc
ENSMUST00000160457.10	Zfp945
ENSMUST00000160467.8	Nrxn1
ENSMUST00000160483.9	Sytl3
ENSMUST00000160485.9	Tpsg1
ENSMUST00000160526.2	Gm16569
ENSMUST00000160528.8	C4a
ENSMUST00000160535.8	Gtf2h4
ENSMUST00000160545.2	E430024P14Rik
ENSMUST00000160550.9	Pdxk-ps
ENSMUST00000160562.2	D630014O11Rik
ENSMUST00000160578.2	Gm5479
ENSMUST00000160599.2	Pacrg
ENSMUST00000160626.4	Gm16050
ENSMUST00000160654.3	Gm15946
ENSMUST00000160657.8	C4a
ENSMUST00000160664.8	Ppp4r1
ENSMUST00000160672.2	Runx2
ENSMUST00000160673.8	Runx2
ENSMUST00000160678.2	Cimip3
ENSMUST00000160679.9	C4a
ENSMUST00000160691.2	Six3os1
ENSMUST00000160711.2	Gtf2h4
ENSMUST00000160734.8	Gtf2h4
ENSMUST00000160738.2	A230009B12Rik
ENSMUST00000160752.9	Gtf2h4
ENSMUST00000160763.2	A230009B12Rik
ENSMUST00000160771.2	Sytl3
ENSMUST00000160781.8	Wtap
ENSMUST00000160785.2	Unkl
ENSMUST00000160800.9	Nrxn1
ENSMUST00000160804.2	Nfya
ENSMUST00000160824.2	Cript
ENSMUST00000160829.2	Wdr24
ENSMUST00000160844.10	Nrxn1
ENSMUST00000160885.2	Tcf19
ENSMUST00000160896.8	Unkl
ENSMUST00000160917.2	4833418N02Rik
ENSMUST00000160920.2	Tpsg1
ENSMUST00000160921.2	Acat3
ENSMUST00000160932.3	Airn
ENSMUST00000160961.8	Clcn7
ENSMUST00000160993.2	Stk19
ENSMUST00000161012.8	Tcf19
ENSMUST00000161035.3	Cacna1h
ENSMUST00000161043.2	Gm15978
ENSMUST00000161091.2	Gm16168
ENSMUST00000161100.8	Ppp4r1
ENSMUST00000161102.9	Nrxn1
ENSMUST00000161110.2	Esp1
ENSMUST00000161117.8	Nfya
ENSMUST00000161118.8	Sytl3
ENSMUST00000161121.8	C4a
ENSMUST00000161127.8	Ppp4r1
ENSMUST00000161146.10	Six3os1
ENSMUST00000161205.2	Gm7162
ENSMUST00000161238.2	Stk19
ENSMUST00000161242.8	Rnf8
ENSMUST00000161256.8	Nfya
ENSMUST00000161274.2	Gm16168
ENSMUST00000161275.3	Zfp523
ENSMUST00000161299.8	Lrpprc
ENSMUST00000161324.8	Ppp4r1
ENSMUST00000161395.2	Gm15947
ENSMUST00000161402.10	Nrxn1
ENSMUST00000161407.2	Gm15641
ENSMUST00000161418.8	Unc5cl
ENSMUST00000161481.2	Gtf2a1l
ENSMUST00000161489.2	Runx2
ENSMUST00000161587.8	Unc5cl
ENSMUST00000161603.2	Nfya
ENSMUST00000161637.8	Nrxn1
ENSMUST00000161658.3	Cacna1h
ENSMUST00000161664.2	Runx2os2
ENSMUST00000161679.2	Unkl
ENSMUST00000161686.2	Nfya
ENSMUST00000161688.8	Six3os1
ENSMUST00000161706.3	Snhg9
ENSMUST00000161738.2	Igf2r
ENSMUST00000161747.8	Mas1
ENSMUST00000161759.2	4833418N02Rik
ENSMUST00000161797.8	C4a
ENSMUST00000161885.8	Stk19
ENSMUST00000161890.2	Airn
ENSMUST00000161898.2	Cep43
ENSMUST00000161901.2	Wtap
ENSMUST00000161928.8	Lrpprc
ENSMUST00000161952.2	Rnf8
ENSMUST00000162002.2	Nrxn1
ENSMUST00000162013.4	Sytl3
ENSMUST00000162021.9	Tpsg1
ENSMUST00000162029.8	Kif6
ENSMUST00000162055.8	Stk19
ENSMUST00000162059.6	4833413E03Rik
ENSMUST00000162078.2	Nhlrc4
ENSMUST00000162109.8	Ppp4r1
ENSMUST00000162117.3	Ephx3
ENSMUST00000162119.8	Mas1
ENSMUST00000162121.2	4930480K15Rik
ENSMUST00000162130.8	Runx2
ENSMUST00000162132.8	Unc5cl
ENSMUST00000162133.8	C4a
ENSMUST00000162227.3	Nrxn1
ENSMUST00000162232.2	Tdrd6
ENSMUST00000162266.8	Gtf2h4
ENSMUST00000162272.2	Ppp4r1
ENSMUST00000162313.8	Unc5cl
ENSMUST00000162333.8	Mas1
ENSMUST00000162373.8	Runx2
ENSMUST00000162389.2	Mas1
ENSMUST00000162395.2	Wtap
ENSMUST00000162408.2	Ppp4r1
ENSMUST00000162417.8	Rnf8
ENSMUST00000162419.2	Kif6
ENSMUST00000162431.2	Prr35
ENSMUST00000162432.2	Gm16169
ENSMUST00000162460.8	Nfya
ENSMUST00000162467.2	Unc5cl
ENSMUST00000162469.2	Prph2
ENSMUST00000162481.2	Tspo2
ENSMUST00000162498.8	Unkl
ENSMUST00000162505.8	Tbp
ENSMUST00000162586.2	Cep43
