PacBio_Accession	Genename_from_GTF	Genename_from_FASTA	ENSG_from_GC	PacBio_Descr_from_GTF	In_GTF	In_FASTA
ENSMUST00000031894.13	Clcn1	Clcn1	ENSMUSG00000029862	Clcn1|ENSMUST00000031894.13|nan	yes	yes
ENSMUST00000044505.14	Pde1c	Pde1c	ENSMUSG00000004347	Pde1c|ENSMUST00000044505.14|nan	yes	yes
ENSMUST00000109514.8	Bcl11a	Bcl11a	ENSMUSG00000000861	Bcl11a|ENSMUST00000109514.8|nan	yes	yes
ENSMUST00000115050.10	Spire1	Spire1	ENSMUSG00000024533	Spire1|ENSMUST00000115050.10|nan	yes	yes
ENSMUST00000029515.5	S100a11	S100a11	ENSMUSG00000027907	S100a11|ENSMUST00000029515.5|nan	yes	yes
ENSMUST00000133969.8	Lhpp	Lhpp	ENSMUSG00000030946	Lhpp|ENSMUST00000133969.8|nan	yes	yes
ENSMUST00000093450.6	Ano8	Ano8	ENSMUSG00000034863	Ano8|ENSMUST00000093450.6|nan	yes	yes
ENSMUST00000026009.10	Arl3	Arl3	ENSMUSG00000025035	Arl3|ENSMUST00000026009.10|nan	yes	yes
ENSMUST00000128370.2	Zfp287	Zfp287	ENSMUSG00000005267	Zfp287|ENSMUST00000128370.2|nan	yes	yes
ENSMUST00000084664.11	Plekha7	Plekha7	ENSMUSG00000045659	Plekha7|ENSMUST00000084664.11|nan	yes	yes
ENSMUST00000045942.9	Emx1	Emx1	ENSMUSG00000033726	Emx1|ENSMUST00000045942.9|nan	yes	yes
ENSMUST00000225303.2	Cep192	Cep192	ENSMUSG00000024542	Cep192|ENSMUST00000225303.2|nan	yes	yes
ENSMUST00000118276.8	Syt8	Syt8	ENSMUSG00000031098	Syt8|ENSMUST00000118276.8|nan	yes	yes
ENSMUST00000125495.10	Zfp738	Zfp738	ENSMUSG00000048280	Zfp738|ENSMUST00000125495.10|nan	yes	yes
ENSMUST00000137064.8	Auh	Auh	ENSMUSG00000021460	Auh|ENSMUST00000137064.8|nan	yes	yes
ENSMUST00000160217.8	Atrip	Atrip	ENSMUSG00000025646	Atrip|ENSMUST00000160217.8|nan	yes	yes
ENSMUST00000094464.10	Casz1	Casz1	ENSMUSG00000028977	Casz1|ENSMUST00000094464.10|nan	yes	yes
ENSMUST00000030985.10	Hgfac	Hgfac	ENSMUSG00000029102	Hgfac|ENSMUST00000030985.10|nan	yes	yes
ENSMUST00000115247.8	Igsf9b	Igsf9b	ENSMUSG00000034275	Igsf9b|ENSMUST00000115247.8|nan	yes	yes
ENSMUST00000020103.9	Cabcoco1	Cabcoco1	ENSMUSG00000019945	Cabcoco1|ENSMUST00000020103.9|nan	yes	yes
ENSMUST00000097656.10	Asb18	Asb18	ENSMUSG00000067081	Asb18|ENSMUST00000097656.10|nan	yes	yes
ENSMUST00000071932.5	Or11g25	Or11g25	ENSMUSG00000095765	Or11g25|ENSMUST00000071932.5|nan	yes	yes
ENSMUST00000062357.6	Bnip5	Bnip5	ENSMUSG00000048905	Bnip5|ENSMUST00000062357.6|nan	yes	yes
ENSMUST00000177912.2	Btbd35f13	Btbd35f13	ENSMUSG00000095934	Btbd35f13|ENSMUST00000177912.2|nan	yes	yes
ENSMUST00000139353.8	Cyp4f13	Cyp4f13	ENSMUSG00000024055	Cyp4f13|ENSMUST00000139353.8|nan	yes	yes
ENSMUST00000097649.10	Lrrfip1	Lrrfip1	ENSMUSG00000026305	Lrrfip1|ENSMUST00000097649.10|nan	yes	yes
ENSMUST00000099157.4	Nab2	Nab2	ENSMUSG00000025402	Nab2|ENSMUST00000099157.4|nan	yes	yes
ENSMUST00000111687.8	Ctnnd1	Ctnnd1	ENSMUSG00000034101	Ctnnd1|ENSMUST00000111687.8|nan	yes	yes
ENSMUST00000050166.14	Adam22	Adam22	ENSMUSG00000040537	Adam22|ENSMUST00000050166.14|nan	yes	yes
ENSMUST00000153183.8	Tbl2	Tbl2	ENSMUSG00000005374	Tbl2|ENSMUST00000153183.8|nan	yes	yes
ENSMUST00000033540.6	Vbp1	Vbp1	ENSMUSG00000031197	Vbp1|ENSMUST00000033540.6|nan	yes	yes
ENSMUST00000185374.2	Me1	Me1	ENSMUSG00000032418	Me1|ENSMUST00000185374.2|nan	yes	yes
ENSMUST00000044385.14	Sgtb	Sgtb	ENSMUSG00000042743	Sgtb|ENSMUST00000044385.14|nan	yes	yes
ENSMUST00000080681.4	Or13a26	Or13a26	ENSMUSG00000057997	Or13a26|ENSMUST00000080681.4|nan	yes	yes
ENSMUST00000035154.4	1110059G10Rik	1110059G10Rik	ENSMUSG00000032551	1110059G10Rik|ENSMUST00000035154.4|nan	yes	yes
ENSMUST00000067602.5	Ncam2	Ncam2	ENSMUSG00000022762	Ncam2|ENSMUST00000067602.5|nan	yes	yes
ENSMUST00000099980.10	Ttn	Ttn	ENSMUSG00000051747	Ttn|ENSMUST00000099980.10|nan	yes	yes
ENSMUST00000217342.2	Or4c118	Or4c118	ENSMUSG00000075100	Or4c118|ENSMUST00000217342.2|nan	yes	yes
ENSMUST00000098350.10	Scap	Scap	ENSMUSG00000032485	Scap|ENSMUST00000098350.10|nan	yes	yes
ENSMUST00000036274.8	Spcs2	Spcs2	ENSMUSG00000035227	Spcs2|ENSMUST00000036274.8|nan	yes	yes
ENSMUST00000144843.8	Slain2	Slain2	ENSMUSG00000036087	Slain2|ENSMUST00000144843.8|nan	yes	yes
ENSMUST00000160708.8	Stxbp2	Stxbp2	ENSMUSG00000004626	Stxbp2|ENSMUST00000160708.8|nan	yes	yes
ENSMUST00000176472.8	Psd2	Psd2	ENSMUSG00000024347	Psd2|ENSMUST00000176472.8|nan	yes	yes
ENSMUST00000032472.11	Klrb1b	Klrb1b	ENSMUSG00000079298	Klrb1b|ENSMUST00000032472.11|nan	yes	yes
ENSMUST00000118543.8	Rpl9	Rpl9	ENSMUSG00000047215	Rpl9|ENSMUST00000118543.8|nan	yes	yes
ENSMUST00000048665.8	Chd9	Chd9	ENSMUSG00000056608	Chd9|ENSMUST00000048665.8|nan	yes	yes
ENSMUST00000210034.2	Sult2a7	Sult2a7	ENSMUSG00000094156	Sult2a7|ENSMUST00000210034.2|nan	yes	yes
ENSMUST00000160764.3	Gm21970	Gm21970	ENSMUSG00000093701	Gm21970|ENSMUST00000160764.3|nan	yes	yes
ENSMUST00000232049.2	Epha3	Epha3	ENSMUSG00000052504	Epha3|ENSMUST00000232049.2|nan	yes	yes
ENSMUST00000217097.2	Mpzl2	Mpzl2	ENSMUSG00000032092	Mpzl2|ENSMUST00000217097.2|nan	yes	yes
ENSMUST00000037881.3	Megf9	Megf9	ENSMUSG00000039270	Megf9|ENSMUST00000037881.3|nan	yes	yes
ENSMUST00000066060.11	Bcl11b	Bcl11b	ENSMUSG00000048251	Bcl11b|ENSMUST00000066060.11|nan	yes	yes
ENSMUST00000234834.2	Fhod3	Fhod3	ENSMUSG00000034295	Fhod3|ENSMUST00000234834.2|nan	yes	yes
ENSMUST00000151249.2	Ndufaf4	Ndufaf4	ENSMUSG00000028261	Ndufaf4|ENSMUST00000151249.2|nan	yes	yes
ENSMUST00000105575.9	Agrn	Agrn	ENSMUSG00000041936	Agrn|ENSMUST00000105575.9|nan	yes	yes
ENSMUST00000126403.9	Sqor	Sqor	ENSMUSG00000005803	Sqor|ENSMUST00000126403.9|nan	yes	yes
ENSMUST00000079424.11	Ggta1	Ggta1	ENSMUSG00000035778	Ggta1|ENSMUST00000079424.11|nan	yes	yes
ENSMUST00000039370.14	Cacna2d1	Cacna2d1	ENSMUSG00000040118	Cacna2d1|ENSMUST00000039370.14|nan	yes	yes
ENSMUST00000081544.14	Rims1	Rims1	ENSMUSG00000041670	Rims1|ENSMUST00000081544.14|nan	yes	yes
ENSMUST00000194786.6	Fcrl1	Fcrl1	ENSMUSG00000059994	Fcrl1|ENSMUST00000194786.6|nan	yes	yes
ENSMUST00000110240.10	Gfra4	Gfra4	ENSMUSG00000027316	Gfra4|ENSMUST00000110240.10|nan	yes	yes
ENSMUST00000087186.11	Stk36	Stk36	ENSMUSG00000033276	Stk36|ENSMUST00000087186.11|nan	yes	yes
ENSMUST00000039537.14	Mindy1	Mindy1	ENSMUSG00000038712	Mindy1|ENSMUST00000039537.14|nan	yes	yes
ENSMUST00000238368.2	Nedd4	Nedd4	ENSMUSG00000032216	Nedd4|ENSMUST00000238368.2|nan	yes	yes
ENSMUST00000152878.3	Mmp27	Mmp27	ENSMUSG00000070323	Mmp27|ENSMUST00000152878.3|nan	yes	yes
ENSMUST00000072993.2	Or1e25	Or1e25	ENSMUSG00000060335	Or1e25|ENSMUST00000072993.2|nan	yes	yes
ENSMUST00000020129.8	Kitl	Kitl	ENSMUSG00000019966	Kitl|ENSMUST00000020129.8|nan	yes	yes
ENSMUST00000022563.9	Mtmr6	Mtmr6	ENSMUSG00000021987	Mtmr6|ENSMUST00000022563.9|nan	yes	yes
ENSMUST00000016696.13	Foxred2	Foxred2	ENSMUSG00000016552	Foxred2|ENSMUST00000016696.13|nan	yes	yes
ENSMUST00000218659.2	Fam184a	Fam184a	ENSMUSG00000019856	Fam184a|ENSMUST00000218659.2|nan	yes	yes
ENSMUST00000025385.7	Hsd17b4	Hsd17b4	ENSMUSG00000024507	Hsd17b4|ENSMUST00000025385.7|nan	yes	yes
ENSMUST00000219502.2	Csrp2	Csrp2	ENSMUSG00000020186	Csrp2|ENSMUST00000219502.2|nan	yes	yes
ENSMUST00000121877.3	Rbm48	Rbm48	ENSMUSG00000040302	Rbm48|ENSMUST00000121877.3|nan	yes	yes
ENSMUST00000228911.2	Ppp3cc	Ppp3cc	ENSMUSG00000022092	Ppp3cc|ENSMUST00000228911.2|nan	yes	yes
ENSMUST00000124341.8	Slc4a3	Slc4a3	ENSMUSG00000006576	Slc4a3|ENSMUST00000124341.8|nan	yes	yes
ENSMUST00000110894.9	Tpt1	Tpt1	ENSMUSG00000060126	Tpt1|ENSMUST00000110894.9|nan	yes	yes
ENSMUST00000047865.14	Mbp	Mbp	ENSMUSG00000041607	Mbp|ENSMUST00000047865.14|nan	yes	yes
ENSMUST00000074515.11	Rffl	Rffl	ENSMUSG00000020696	Rffl|ENSMUST00000074515.11|nan	yes	yes
ENSMUST00000162421.2	Sp140l2	Sp140l2	ENSMUSG00000052477	Sp140l2|ENSMUST00000162421.2|nan	yes	yes
ENSMUST00000028517.13	Ola1	Ola1	ENSMUSG00000027108	Ola1|ENSMUST00000028517.13|nan	yes	yes
ENSMUST00000022857.14	Ttc23l	Ttc23l	ENSMUSG00000022249	Ttc23l|ENSMUST00000022857.14|nan	yes	yes
ENSMUST00000198102.5	Ccna1	Ccna1	ENSMUSG00000027793	Ccna1|ENSMUST00000198102.5|nan	yes	yes
ENSMUST00000197145.2	Mef2c	Mef2c	ENSMUSG00000005583	Mef2c|ENSMUST00000197145.2|nan	yes	yes
ENSMUST00000057167.9	Slc34a1	Slc34a1	ENSMUSG00000021490	Slc34a1|ENSMUST00000057167.9|nan	yes	yes
ENSMUST00000147744.2	Plcb4	Plcb4	ENSMUSG00000039943	Plcb4|ENSMUST00000147744.2|nan	yes	yes
ENSMUST00000193050.2	Gnb4	Gnb4	ENSMUSG00000027669	Gnb4|ENSMUST00000193050.2|nan	yes	yes
ENSMUST00000154588.2	Rrm2	Rrm2	ENSMUSG00000020649	Rrm2|ENSMUST00000154588.2|nan	yes	yes
ENSMUST00000232055.2	Zdhhc23	Zdhhc23	ENSMUSG00000036304	Zdhhc23|ENSMUST00000232055.2|nan	yes	yes
ENSMUST00000070724.12	Plcb1	Plcb1	ENSMUSG00000051177	Plcb1|ENSMUST00000070724.12|nan	yes	yes
ENSMUST00000036070.15	Fam107a	Fam107a	ENSMUSG00000021750	Fam107a|ENSMUST00000036070.15|nan	yes	yes
ENSMUST00000224952.3	Slc4a7	Slc4a7	ENSMUSG00000021733	Slc4a7|ENSMUST00000224952.3|nan	yes	yes
ENSMUST00000114336.4	Tprn	Tprn	ENSMUSG00000048707	Tprn|ENSMUST00000114336.4|nan	yes	yes
ENSMUST00000025202.8	Kcnc1	Kcnc1	ENSMUSG00000058975	Kcnc1|ENSMUST00000025202.8|nan	yes	yes
ENSMUST00000029927.6	Spaca1	Spaca1	ENSMUSG00000028264	Spaca1|ENSMUST00000029927.6|nan	yes	yes
ENSMUST00000169534.6	Txk	Txk	ENSMUSG00000054892	Txk|ENSMUST00000169534.6|nan	yes	yes
ENSMUST00000160279.8	Tex56	Tex56	ENSMUSG00000021415	Tex56|ENSMUST00000160279.8|nan	yes	yes
ENSMUST00000232422.2	Hrg	Hrg	ENSMUSG00000022877	Hrg|ENSMUST00000232422.2|nan	yes	yes
ENSMUST00000113502.10	Men1	Men1	ENSMUSG00000024947	Men1|ENSMUST00000113502.10|nan	yes	yes
ENSMUST00000180952.8	Carf	Carf	ENSMUSG00000026017	Carf|ENSMUST00000180952.8|nan	yes	yes
ENSMUST00000235027.2	Osbpl1a	Osbpl1a	ENSMUSG00000044252	Osbpl1a|ENSMUST00000235027.2|nan	yes	yes
ENSMUST00000117879.8	Pde4d	Pde4d	ENSMUSG00000021699	Pde4d|ENSMUST00000117879.8|nan	yes	yes
ENSMUST00000169085.8	Mettl26	Mettl26	ENSMUSG00000025731	Mettl26|ENSMUST00000169085.8|nan	yes	yes
ENSMUST00000033830.15	1700029H14Rik	1700029H14Rik	ENSMUSG00000031452	1700029H14Rik|ENSMUST00000033830.15|nan	yes	yes
ENSMUST00000055619.6	Hic1	Hic1	ENSMUSG00000043099	Hic1|ENSMUST00000055619.6|nan	yes	yes
ENSMUST00000110985.2	Tsc22d4	Tsc22d4	ENSMUSG00000029723	Tsc22d4|ENSMUST00000110985.2|nan	yes	yes
ENSMUST00000143238.2	Smim45	Smim45	ENSMUSG00000068099	Smim45|ENSMUST00000143238.2|nan	yes	yes
ENSMUST00000057718.11	Prr30	Prr30	ENSMUSG00000042888	Prr30|ENSMUST00000057718.11|nan	yes	yes
ENSMUST00000088811.7	Zfp160	Zfp160	ENSMUSG00000067942	Zfp160|ENSMUST00000088811.7|nan	yes	yes
ENSMUST00000109654.8	Grb10	Grb10	ENSMUSG00000020176	Grb10|ENSMUST00000109654.8|nan	yes	yes
ENSMUST00000169035.8	Cpeb2	Cpeb2	ENSMUSG00000039782	Cpeb2|ENSMUST00000169035.8|nan	yes	yes
ENSMUST00000025413.14	Sncaip	Sncaip	ENSMUSG00000024534	Sncaip|ENSMUST00000025413.14|nan	yes	yes
ENSMUST00000108411.2	Gsk3a	Gsk3a	ENSMUSG00000057177	Gsk3a|ENSMUST00000108411.2|nan	yes	yes
ENSMUST00000034343.5	Cmtm3	Cmtm3	ENSMUSG00000031875	Cmtm3|ENSMUST00000034343.5|nan	yes	yes
ENSMUST00000080762.12	Prl8a6	Prl8a6	ENSMUSG00000021345	Prl8a6|ENSMUST00000080762.12|nan	yes	yes
ENSMUST00000078155.12	Impdh1	Impdh1	ENSMUSG00000003500	Impdh1|ENSMUST00000078155.12|nan	yes	yes
ENSMUST00000023652.16	Grik1	Grik1	ENSMUSG00000022935	Grik1|ENSMUST00000023652.16|nan	yes	yes
ENSMUST00000233294.2	Prkn	Prkn	ENSMUSG00000023826	Prkn|ENSMUST00000233294.2|nan	yes	yes
ENSMUST00000114655.8	Fmr1	Fmr1	ENSMUSG00000000838	Fmr1|ENSMUST00000114655.8|nan	yes	yes
ENSMUST00000089651.6	Dok1	Dok1	ENSMUSG00000068335	Dok1|ENSMUST00000089651.6|nan	yes	yes
ENSMUST00000215298.2	1700017B05Rik	1700017B05Rik	ENSMUSG00000032300	1700017B05Rik|ENSMUST00000215298.2|nan	yes	yes
ENSMUST00000126611.8	Lime1	Lime1	ENSMUSG00000090077	Lime1|ENSMUST00000126611.8|nan	yes	yes
ENSMUST00000238318.2	Gnas	Gnas	ENSMUSG00000027523	Gnas|ENSMUST00000238318.2|nan	yes	yes
ENSMUST00000118952.8	Tent4b	Tent4b	ENSMUSG00000036779	Tent4b|ENSMUST00000118952.8|nan	yes	yes
ENSMUST00000216990.2	Rpl14	Rpl14	ENSMUSG00000025794	Rpl14|ENSMUST00000216990.2|nan	yes	yes
ENSMUST00000075806.11	Atp13a5	Atp13a5	ENSMUSG00000048939	Atp13a5|ENSMUST00000075806.11|nan	yes	yes
ENSMUST00000032844.7	Tmem126a	Tmem126a	ENSMUSG00000030615	Tmem126a|ENSMUST00000032844.7|nan	yes	yes
ENSMUST00000174558.2	Gm2381	Gm2381	ENSMUSG00000092225	Gm2381|ENSMUST00000174558.2|nan	yes	yes
ENSMUST00000217163.2	Trappc4	Trappc4	ENSMUSG00000032112	Trappc4|ENSMUST00000217163.2|nan	yes	yes
ENSMUST00000028595.8	Depdc7	Depdc7	ENSMUSG00000027173	Depdc7|ENSMUST00000028595.8|nan	yes	yes
ENSMUST00000021617.14	Asb2	Asb2	ENSMUSG00000021200	Asb2|ENSMUST00000021617.14|nan	yes	yes
ENSMUST00000108947.3	Gm14403	Gm14403	ENSMUSG00000094786	Gm14403|ENSMUST00000108947.3|nan	yes	yes
ENSMUST00000007738.11	Hapln4	Hapln4	ENSMUSG00000007594	Hapln4|ENSMUST00000007738.11|nan	yes	yes
ENSMUST00000119953.2	Rsl1d1	Rsl1d1	ENSMUSG00000005846	Rsl1d1|ENSMUST00000119953.2|nan	yes	yes
ENSMUST00000224757.3	Gm47996	Gm47996	ENSMUSG00000114591	Gm47996|ENSMUST00000224757.3|nan	yes	yes
ENSMUST00000105779.9	Fhad1	Fhad1	ENSMUSG00000051435	Fhad1|ENSMUST00000105779.9|nan	yes	yes
ENSMUST00000021891.5	Cts8	Cts8	ENSMUSG00000057446	Cts8|ENSMUST00000021891.5|nan	yes	yes
ENSMUST00000114468.9	Osbpl3	Osbpl3	ENSMUSG00000029822	Osbpl3|ENSMUST00000114468.9|nan	yes	yes
ENSMUST00000099804.2	Or4c109	Or4c109	ENSMUSG00000075110	Or4c109|ENSMUST00000099804.2|nan	yes	yes
ENSMUST00000048716.11	Fgd3	Fgd3	ENSMUSG00000037946	Fgd3|ENSMUST00000048716.11|nan	yes	yes
ENSMUST00000220430.2	Ilvbl	Ilvbl	ENSMUSG00000032763	Ilvbl|ENSMUST00000220430.2|nan	yes	yes
ENSMUST00000220523.2	Glrx	Glrx	ENSMUSG00000021591	Glrx|ENSMUST00000220523.2|nan	yes	yes
ENSMUST00000052907.7	Adamts19	Adamts19	ENSMUSG00000053441	Adamts19|ENSMUST00000052907.7|nan	yes	yes
ENSMUST00000005817.9	Tomm40l	Tomm40l	ENSMUSG00000005674	Tomm40l|ENSMUST00000005817.9|nan	yes	yes
ENSMUST00000085420.12	Car12	Car12	ENSMUSG00000032373	Car12|ENSMUST00000085420.12|nan	yes	yes
ENSMUST00000201071.4	Pramel43	Pramel43	ENSMUSG00000095503	Pramel43|ENSMUST00000201071.4|nan	yes	yes
ENSMUST00000112239.9	Mvk	Mvk	ENSMUSG00000041939	Mvk|ENSMUST00000112239.9|nan	yes	yes
ENSMUST00000179136.2	Ssty2	Ssty2	ENSMUSG00000095302	Ssty2|ENSMUST00000179136.2|nan	yes	yes
ENSMUST00000218329.2	Cdc5lrt8	Cdc5lrt8	ENSMUSG00000112781	Cdc5lrt8|ENSMUST00000218329.2|nan	yes	yes
ENSMUST00000218271.2	Ilvbl	Ilvbl	ENSMUSG00000032763	Ilvbl|ENSMUST00000218271.2|nan	yes	yes
ENSMUST00000036858.11	Asb11	Asb11	ENSMUSG00000031382	Asb11|ENSMUST00000036858.11|nan	yes	yes
ENSMUST00000114740.3	Cfap91	Cfap91	ENSMUSG00000022805	Cfap91|ENSMUST00000114740.3|nan	yes	yes
ENSMUST00000025229.11	Cfb	Cfb	ENSMUSG00000090231	Cfb|ENSMUST00000025229.11|nan	yes	yes
ENSMUST00000167248.3	Or2y11	Or2y11	ENSMUSG00000095187	Or2y11|ENSMUST00000167248.3|nan	yes	yes
ENSMUST00000013766.13	Atraid	Atraid	ENSMUSG00000013622	Atraid|ENSMUST00000013766.13|nan	yes	yes
ENSMUST00000023768.14	Dip2b	Dip2b	ENSMUSG00000023026	Dip2b|ENSMUST00000023768.14|nan	yes	yes
ENSMUST00000234801.2	Thumpd2	Thumpd2	ENSMUSG00000024246	Thumpd2|ENSMUST00000234801.2|nan	yes	yes
ENSMUST00000039978.13	Gabpb1	Gabpb1	ENSMUSG00000027361	Gabpb1|ENSMUST00000039978.13|nan	yes	yes
ENSMUST00000118296.8	Fgfr2	Fgfr2	ENSMUSG00000030849	Fgfr2|ENSMUST00000118296.8|nan	yes	yes
ENSMUST00000105011.4	Btbd35f4	Btbd35f4	ENSMUSG00000078213	Btbd35f4|ENSMUST00000105011.4|nan	yes	yes
ENSMUST00000035861.6	Pex5	Pex5	ENSMUSG00000005069	Pex5|ENSMUST00000035861.6|nan	yes	yes
ENSMUST00000071816.7	Camk2g	Camk2g	ENSMUSG00000021820	Camk2g|ENSMUST00000071816.7|nan	yes	yes
ENSMUST00000003320.14	Eif2b5	Eif2b5	ENSMUSG00000003235	Eif2b5|ENSMUST00000003320.14|nan	yes	yes
ENSMUST00000033290.12	Dhx32	Dhx32	ENSMUSG00000030986	Dhx32|ENSMUST00000033290.12|nan	yes	yes
ENSMUST00000026602.9	2010106E10Rik	2010106E10Rik	ENSMUSG00000025528	2010106E10Rik|ENSMUST00000026602.9|nan	yes	yes
ENSMUST00000147129.8	Cul4b	Cul4b	ENSMUSG00000031095	Cul4b|ENSMUST00000147129.8|nan	yes	yes
ENSMUST00000049294.4	Snrpd2	Snrpd2	ENSMUSG00000040824	Snrpd2|ENSMUST00000049294.4|nan	yes	yes
ENSMUST00000007131.16	Acly	Acly	ENSMUSG00000020917	Acly|ENSMUST00000007131.16|nan	yes	yes
ENSMUST00000161450.8	Lmo3	Lmo3	ENSMUSG00000030226	Lmo3|ENSMUST00000161450.8|nan	yes	yes
ENSMUST00000155811.2	Dnajc24	Dnajc24	ENSMUSG00000027166	Dnajc24|ENSMUST00000155811.2|nan	yes	yes
ENSMUST00000233328.2	Tmem232	Tmem232	ENSMUSG00000045036	Tmem232|ENSMUST00000233328.2|nan	yes	yes
ENSMUST00000041852.8	Pyroxd1	Pyroxd1	ENSMUSG00000041671	Pyroxd1|ENSMUST00000041852.8|nan	yes	yes
ENSMUST00000165764.8	Cyp27b1	Cyp27b1	ENSMUSG00000006724	Cyp27b1|ENSMUST00000165764.8|nan	yes	yes
ENSMUST00000089838.2	Or11g7	Or11g7	ENSMUSG00000095917	Or11g7|ENSMUST00000089838.2|nan	yes	yes
ENSMUST00000107721.8	Stx17	Stx17	ENSMUSG00000061455	Stx17|ENSMUST00000107721.8|nan	yes	yes
ENSMUST00000120006.8	Zfp112	Zfp112	ENSMUSG00000052675	Zfp112|ENSMUST00000120006.8|nan	yes	yes
ENSMUST00000143913.2	Xkr5	Xkr5	ENSMUSG00000039814	Xkr5|ENSMUST00000143913.2|nan	yes	yes
ENSMUST00000057343.16	Ptbp1	Ptbp1	ENSMUSG00000006498	Ptbp1|ENSMUST00000057343.16|nan	yes	yes
ENSMUST00000060655.15	Nod1	Nod1	ENSMUSG00000038058	Nod1|ENSMUST00000060655.15|nan	yes	yes
ENSMUST00000200689.5	Or10j27	Or10j27	ENSMUSG00000062527	Or10j27|ENSMUST00000200689.5|nan	yes	yes
ENSMUST00000196627.5	Ogfod2	Ogfod2	ENSMUSG00000023707	Ogfod2|ENSMUST00000196627.5|nan	yes	yes
ENSMUST00000179914.3	Vmn1r227	Vmn1r227	ENSMUSG00000067951	Vmn1r227|ENSMUST00000179914.3|nan	yes	yes
ENSMUST00000048444.7	Klk5	Klk5	ENSMUSG00000074155	Klk5|ENSMUST00000048444.7|nan	yes	yes
ENSMUST00000101627.5	Fam237b	Fam237b	ENSMUSG00000073234	Fam237b|ENSMUST00000101627.5|nan	yes	yes
ENSMUST00000080666.8	Ndrg4	Ndrg4	ENSMUSG00000036564	Ndrg4|ENSMUST00000080666.8|nan	yes	yes
ENSMUST00000217434.2	Dpp8	Dpp8	ENSMUSG00000032393	Dpp8|ENSMUST00000217434.2|nan	yes	yes
ENSMUST00000080742.3	Sval3	Sval3	ENSMUSG00000062833	Sval3|ENSMUST00000080742.3|nan	yes	yes
ENSMUST00000120878.9	Septin8	Septin8	ENSMUSG00000018398	Septin8|ENSMUST00000120878.9|nan	yes	yes
ENSMUST00000020634.14	Mapk9	Mapk9	ENSMUSG00000020366	Mapk9|ENSMUST00000020634.14|nan	yes	yes
ENSMUST00000097698.5	Pecr	Pecr	ENSMUSG00000026189	Pecr|ENSMUST00000097698.5|nan	yes	yes
ENSMUST00000025749.15	Rps6kb2	Rps6kb2	ENSMUSG00000024830	Rps6kb2|ENSMUST00000025749.15|nan	yes	yes
ENSMUST00000174831.8	Ptprd	Ptprd	ENSMUSG00000028399	Ptprd|ENSMUST00000174831.8|nan	yes	yes
ENSMUST00000078839.5	Efna5	Efna5	ENSMUSG00000048915	Efna5|ENSMUST00000078839.5|nan	yes	yes
ENSMUST00000231433.2	Msantd5l	Msantd5l	ENSMUSG00000045942	Msantd5l|ENSMUST00000231433.2|nan	yes	yes
ENSMUST00000212208.2	Mical3	Mical3	ENSMUSG00000051586	Mical3|ENSMUST00000212208.2|nan	yes	yes
ENSMUST00000112047.10	Cutc	Cutc	ENSMUSG00000025193	Cutc|ENSMUST00000112047.10|nan	yes	yes
ENSMUST00000233984.2	Mapk13	Mapk13	ENSMUSG00000004864	Mapk13|ENSMUST00000233984.2|nan	yes	yes
ENSMUST00000042676.6	Or56a41	Or56a41	ENSMUSG00000041885	Or56a41|ENSMUST00000042676.6|nan	yes	yes
ENSMUST00000019464.8	Noxo1	Noxo1	ENSMUSG00000019320	Noxo1|ENSMUST00000019464.8|nan	yes	yes
ENSMUST00000212789.2	Capn15	Capn15	ENSMUSG00000037326	Capn15|ENSMUST00000212789.2|nan	yes	yes
ENSMUST00000233830.2	Vmn2r108	Vmn2r108	ENSMUSG00000091805	Vmn2r108|ENSMUST00000233830.2|nan	yes	yes
ENSMUST00000017868.7	Etv4	Etv4	ENSMUSG00000017724	Etv4|ENSMUST00000017868.7|nan	yes	yes
ENSMUST00000105373.8	Arhgap45	Arhgap45	ENSMUSG00000035697	Arhgap45|ENSMUST00000105373.8|nan	yes	yes
ENSMUST00000111622.2	1700034J05Rik	1700034J05Rik	ENSMUSG00000040163	1700034J05Rik|ENSMUST00000111622.2|nan	yes	yes
ENSMUST00000232880.2	Vmn2r55	Vmn2r55	ENSMUSG00000091045	Vmn2r55|ENSMUST00000232880.2|nan	yes	yes
ENSMUST00000037007.4	Evpl	Evpl	ENSMUSG00000034282	Evpl|ENSMUST00000037007.4|nan	yes	yes
ENSMUST00000022007.8	Cfap90	Cfap90	ENSMUSG00000021534	Cfap90|ENSMUST00000022007.8|nan	yes	yes
ENSMUST00000177774.3	Vmn1r148	Vmn1r148	ENSMUSG00000095543	Vmn1r148|ENSMUST00000177774.3|nan	yes	yes
ENSMUST00000041111.10	Sem1	Sem1	ENSMUSG00000042541	Sem1|ENSMUST00000041111.10|nan	yes	yes
ENSMUST00000092466.13	Cd300c	Cd300c	ENSMUSG00000058728	Cd300c|ENSMUST00000092466.13|nan	yes	yes
ENSMUST00000117785.9	Robo2	Robo2	ENSMUSG00000052516	Robo2|ENSMUST00000117785.9|nan	yes	yes
ENSMUST00000124129.8	Gm52968	Gm52968	ENSMUSG00000118623	Gm52968|ENSMUST00000124129.8|nan	yes	yes
ENSMUST00000044297.7	Igfbpl1	Igfbpl1	ENSMUSG00000035551	Igfbpl1|ENSMUST00000044297.7|nan	yes	yes
ENSMUST00000191752.6	Dclk2	Dclk2	ENSMUSG00000028078	Dclk2|ENSMUST00000191752.6|nan	yes	yes
