gene_name	transcript_name	transcript_id	gene_id	protein_id	gencode_basic
Arhgef4	Arhgef4-201	ENSMUST00000047664.16	ENSMUSG00000037509.22	ENSMUSP00000035980.10	True
Smim39	Smim39-201	ENSMUST00000211073.2	ENSMUSG00000118272.2	ENSMUSP00000148067.2	True
Fam168b	Fam168b-203	ENSMUST00000167518.8	ENSMUSG00000037503.13	ENSMUSP00000131720.2	True
Fam168b	Fam168b-201	ENSMUST00000047534.12	ENSMUSG00000037503.13	ENSMUSP00000042212.6	True
Fam168b	Fam168b-204	ENSMUST00000170092.8	ENSMUSG00000037503.13	ENSMUSP00000128676.2	True
Fam168b	Fam168b-208	ENSMUST00000191307.7	ENSMUSG00000037503.13	ENSMUSP00000140573.2	True
Plekhb2	Plekhb2-203	ENSMUST00000156687.8	ENSMUSG00000026123.12	ENSMUSP00000140475.2	True
Plekhb2	Plekhb2-201	ENSMUST00000027297.11	ENSMUSG00000026123.12	ENSMUSP00000027297.5	True
Hs6st1	Hs6st1-201	ENSMUST00000088174.4	ENSMUSG00000045216.8	ENSMUSP00000085499.4	True
Uggt1	Uggt1-201	ENSMUST00000046875.14	ENSMUSG00000037470.15	ENSMUSP00000037930.8	True
Neurl3	Neurl3-201	ENSMUST00000056946.8	ENSMUSG00000047180.9	ENSMUSP00000055437.7	True
Neurl3	Neurl3-202	ENSMUST00000188666.3	ENSMUSG00000047180.9	ENSMUSP00000139665.3	True
Arid5a	Arid5a-201	ENSMUST00000097778.9	ENSMUSG00000037447.17	ENSMUSP00000095385.3	True
Arid5a	Arid5a-203	ENSMUST00000115031.8	ENSMUSG00000037447.17	ENSMUSP00000110683.2	True
Arid5a	Arid5a-204	ENSMUST00000115032.8	ENSMUSG00000037447.17	ENSMUSP00000110684.2	True
Arid5a	Arid5a-208	ENSMUST00000137906.2	ENSMUSG00000037447.17	ENSMUSP00000117810.2	True
Arid5a	Arid5a-202	ENSMUST00000115029.2	ENSMUSG00000037447.17	ENSMUSP00000110681.2	True
Kansl3	Kansl3-204	ENSMUST00000185912.7	ENSMUSG00000010453.13	ENSMUSP00000140547.2	True
Kansl3	Kansl3-201	ENSMUST00000010597.10	ENSMUSG00000010453.13	ENSMUSP00000010597.4	True
Kansl3	Kansl3-205	ENSMUST00000186470.2	ENSMUSG00000010453.13	ENSMUSP00000140597.2	True
Kansl3	Kansl3-206	ENSMUST00000187628.2	ENSMUSG00000010453.13	ENSMUSP00000140058.2	True
Fer1l5	Fer1l5-202	ENSMUST00000179162.7	ENSMUSG00000037432.16	ENSMUSP00000142130.2	True
Lman2l	Lman2l-204	ENSMUST00000125304.8	ENSMUSG00000001143.14	ENSMUSP00000117200.2	True
Lman2l	Lman2l-202	ENSMUST00000115011.8	ENSMUSG00000001143.14	ENSMUSP00000110663.2	True
Cnnm4	Cnnm4-201	ENSMUST00000153128.2	ENSMUSG00000037408.11	ENSMUSP00000121317.2	True
Cnnm3	Cnnm3-201	ENSMUST00000001166.14	ENSMUSG00000001138.14	ENSMUSP00000001166.8	True
Cnnm3	Cnnm3-202	ENSMUST00000097776.4	ENSMUSG00000001138.14	ENSMUSP00000095383.4	True
Ankrd23	Ankrd23-202	ENSMUST00000193083.6	ENSMUSG00000067653.13	ENSMUSP00000141394.2	True
Ankrd23	Ankrd23-201	ENSMUST00000054665.10	ENSMUSG00000067653.13	ENSMUSP00000061168.5	True
Ankrd23	Ankrd23-204	ENSMUST00000194853.3	ENSMUSG00000067653.13	ENSMUSP00000141541.2	True
Gm42417	Gm42417-201	ENSMUST00000191849.6	ENSMUSG00000109510.2	ENSMUSP00000142202.2	True
Ankrd39	Ankrd39-201	ENSMUST00000001172.12	ENSMUSG00000079610.10	ENSMUSP00000001172.6	True
Ankrd39	Ankrd39-202	ENSMUST00000194894.4	ENSMUSG00000079610.10	ENSMUSP00000141712.2	True
Sema4c	Sema4c-203	ENSMUST00000191677.6	ENSMUSG00000026121.14	ENSMUSP00000141263.2	True
Sema4c	Sema4c-202	ENSMUST00000191642.6	ENSMUSG00000026121.14	ENSMUSP00000142284.2	True
Sema4c	Sema4c-208	ENSMUST00000195620.6	ENSMUSG00000026121.14	ENSMUSP00000141527.2	True
Sema4c	Sema4c-201	ENSMUST00000114991.8	ENSMUSG00000026121.14	ENSMUSP00000110643.2	True
Fam178b	Fam178b-202	ENSMUST00000170295.8	ENSMUSG00000046337.19	ENSMUSP00000132846.2	True
Fam178b	Fam178b-209	ENSMUST00000249865.1	ENSMUSG00000046337.19	ENSMUSP00000159961.1	True
Fam178b	Fam178b-210	ENSMUST00000249866.1	ENSMUSG00000046337.19	ENSMUSP00000159962.1	True
Fam178b	Fam178b-201	ENSMUST00000114981.3	ENSMUSG00000046337.19	ENSMUSP00000124023.2	True
Cox5b	Cox5b-201	ENSMUST00000081180.7	ENSMUSG00000061518.12	ENSMUSP00000079944.7	True
Cox5b	Cox5b-204	ENSMUST00000193210.6	ENSMUSG00000061518.12	ENSMUSP00000141554.2	True
Actr1b	Actr1b-201	ENSMUST00000043951.10	ENSMUSG00000037351.10	ENSMUSP00000047326.4	True
4933424G06Rik	4933424G06Rik-204	ENSMUST00000208994.2	ENSMUSG00000102416.5	ENSMUSP00000146900.2	True
Zap70	Zap70-201	ENSMUST00000027291.7	ENSMUSG00000026117.11	ENSMUSP00000027291.5	True
Tmem131	Tmem131-201	ENSMUST00000027290.12	ENSMUSG00000026116.12	ENSMUSP00000027290.6	True
Tmem131	Tmem131-208	ENSMUST00000194563.6	ENSMUSG00000026116.12	ENSMUSP00000142307.2	True
Vwa3b	Vwa3b-203	ENSMUST00000117172.9	ENSMUSG00000050122.21	ENSMUSP00000114022.3	True
Vwa3b	Vwa3b-202	ENSMUST00000067178.14	ENSMUSG00000050122.21	ENSMUSP00000069700.8	True
Vwa3b	Vwa3b-211	ENSMUST00000238500.2	ENSMUSG00000050122.21	ENSMUSP00000158743.2	True
Vwa3b	Vwa3b-205	ENSMUST00000162449.7	ENSMUSG00000050122.21	ENSMUSP00000125460.2	True
Cnga3	Cnga3-203	ENSMUST00000194195.6	ENSMUSG00000026114.15	ENSMUSP00000142075.2	True
Cnga3	Cnga3-204	ENSMUST00000195272.6	ENSMUSG00000026114.15	ENSMUSP00000142175.2	True
Cnga3	Cnga3-201	ENSMUST00000027288.10	ENSMUSG00000026114.15	ENSMUSP00000027288.8	True
Inpp4a	Inpp4a-201	ENSMUST00000027287.11	ENSMUSG00000026113.18	ENSMUSP00000027287.5	True
Inpp4a	Inpp4a-209	ENSMUST00000140264.8	ENSMUSG00000026113.18	ENSMUSP00000121107.3	True
Inpp4a	Inpp4a-205	ENSMUST00000132401.8	ENSMUSG00000026113.18	ENSMUSP00000123071.2	True
Inpp4a	Inpp4a-207	ENSMUST00000136846.8	ENSMUSG00000026113.18	ENSMUSP00000121518.3	True
Inpp4a	Inpp4a-206	ENSMUST00000132615.8	ENSMUSG00000026113.18	ENSMUSP00000115249.3	True
Inpp4a	Inpp4a-213	ENSMUST00000193774.6	ENSMUSG00000026113.18	ENSMUSP00000142118.2	True
Inpp4a	Inpp4a-208	ENSMUST00000137266.8	ENSMUSG00000026113.18	ENSMUSP00000121803.2	True
Inpp4a	Inpp4a-202	ENSMUST00000058307.15	ENSMUSG00000026113.18	ENSMUSP00000057233.9	True
Inpp4a	Inpp4a-203	ENSMUST00000114933.9	ENSMUSG00000026113.18	ENSMUSP00000110583.3	True
Inpp4a	Inpp4a-211	ENSMUST00000168546.3	ENSMUSG00000026113.18	ENSMUSP00000130443.3	True
Coa5	Coa5-201	ENSMUST00000027286.7	ENSMUSG00000026112.8	ENSMUSP00000027286.7	True
Unc50	Unc50-202	ENSMUST00000114925.10	ENSMUSG00000026111.16	ENSMUSP00000110575.4	True
Unc50	Unc50-201	ENSMUST00000027285.13	ENSMUSG00000026111.16	ENSMUSP00000027285.7	True
Unc50	Unc50-203	ENSMUST00000118059.3	ENSMUSG00000026111.16	ENSMUSP00000113135.2	True
Mgat4a	Mgat4a-201	ENSMUST00000042161.15	ENSMUSG00000026110.16	ENSMUSP00000038894.9	True
Mgat4a	Mgat4a-205	ENSMUST00000151952.8	ENSMUSG00000026110.16	ENSMUSP00000114175.2	True
Mgat4a	Mgat4a-206	ENSMUST00000154819.8	ENSMUSG00000026110.16	ENSMUSP00000121181.2	True
Mgat4a	Mgat4a-202	ENSMUST00000143636.8	ENSMUSG00000026110.16	ENSMUSP00000122909.2	True
Cracdl	Cracdl-203	ENSMUST00000162875.8	ENSMUSG00000026090.17	ENSMUSP00000123803.2	True
Tsga10	Tsga10-201	ENSMUST00000041815.15	ENSMUSG00000060771.16	ENSMUSP00000048859.9	True
Tsga10	Tsga10-203	ENSMUST00000114902.8	ENSMUSG00000060771.16	ENSMUSP00000110552.2	True
Tsga10	Tsga10-209	ENSMUST00000239367.2	ENSMUSG00000060771.16	ENSMUSP00000159265.2	True
Tsga10	Tsga10-202	ENSMUST00000088072.10	ENSMUSG00000060771.16	ENSMUSP00000085391.4	True
Tsga10	Tsga10-204	ENSMUST00000123082.9	ENSMUSG00000060771.16	ENSMUSP00000141261.3	True
Tsga10	Tsga10-207	ENSMUST00000155852.7	ENSMUSG00000060771.16	ENSMUSP00000141630.2	True
Tsga10	Tsga10-208	ENSMUST00000193669.2	ENSMUSG00000060771.16	ENSMUSP00000142218.2	True
Lipt1	Lipt1-201	ENSMUST00000041621.5	ENSMUSG00000037216.6	ENSMUSP00000038739.4	True
Mitd1	Mitd1-205	ENSMUST00000139725.8	ENSMUSG00000026088.16	ENSMUSP00000123009.2	True
Mitd1	Mitd1-201	ENSMUST00000027257.10	ENSMUSG00000026088.16	ENSMUSP00000027257.9	True
Mrpl30	Mrpl30-201	ENSMUST00000027256.12	ENSMUSG00000026087.12	ENSMUSP00000027256.6	True
Mrpl30	Mrpl30-205	ENSMUST00000193673.6	ENSMUSG00000026087.12	ENSMUSP00000141654.2	True
Mrpl30	Mrpl30-207	ENSMUST00000195373.2	ENSMUSG00000026087.12	ENSMUSP00000141693.2	True
Lyg2	Lyg2-201	ENSMUST00000078307.7	ENSMUSG00000061584.7	ENSMUSP00000077422.6	True
Lyg1	Lyg1-201	ENSMUST00000027254.10	ENSMUSG00000026085.12	ENSMUSP00000027254.4	True
Lyg1	Lyg1-202	ENSMUST00000114894.2	ENSMUSG00000026085.12	ENSMUSP00000110544.2	True
Txndc9	Txndc9-201	ENSMUST00000162031.8	ENSMUSG00000058407.13	ENSMUSP00000125491.2	True
Txndc9	Txndc9-204	ENSMUST00000193832.6	ENSMUSG00000058407.13	ENSMUSP00000142188.2	True
Txndc9	Txndc9-208	ENSMUST00000195247.6	ENSMUSG00000058407.13	ENSMUSP00000141609.2	True
Txndc9	Txndc9-203	ENSMUST00000192960.6	ENSMUSG00000058407.13	ENSMUSP00000141281.2	True
Txndc9	Txndc9-207	ENSMUST00000195032.6	ENSMUSG00000058407.13	ENSMUSP00000141595.2	True
Eif5b	Eif5b-201	ENSMUST00000027252.8	ENSMUSG00000026083.13	ENSMUSP00000027252.8	True
Rev1	Rev1-201	ENSMUST00000027251.12	ENSMUSG00000026082.12	ENSMUSP00000027251.7	True
Aff3	Aff3-203	ENSMUST00000095027.9	ENSMUSG00000037138.19	ENSMUSP00000092637.3	True
Aff3	Aff3-206	ENSMUST00000238906.2	ENSMUSG00000037138.19	ENSMUSP00000159147.2	True
Aff3	Aff3-202	ENSMUST00000039827.14	ENSMUSG00000037138.19	ENSMUSP00000044128.8	True
Lonrf2	Lonrf2-202	ENSMUST00000147695.9	ENSMUSG00000048814.12	ENSMUSP00000117600.3	True
Lonrf2	Lonrf2-201	ENSMUST00000039612.5	ENSMUSG00000048814.12	ENSMUSP00000047372.5	True
Chst10	Chst10-201	ENSMUST00000027249.13	ENSMUSG00000026080.15	ENSMUSP00000027249.8	True
Chst10	Chst10-205	ENSMUST00000193441.7	ENSMUSG00000026080.15	ENSMUSP00000142028.3	True
Chst10	Chst10-206	ENSMUST00000194361.7	ENSMUSG00000026080.15	ENSMUSP00000141295.3	True
Nms	Nms-201	ENSMUST00000088029.8	ENSMUSG00000067604.9	ENSMUSP00000085346.2	True
Pdcl3	Pdcl3-201	ENSMUST00000027247.11	ENSMUSG00000026078.11	ENSMUSP00000027247.6	True
Npas2	Npas2-201	ENSMUST00000056815.9	ENSMUSG00000026077.16	ENSMUSP00000054719.8	True
Rpl31	Rpl31-201	ENSMUST00000086535.12	ENSMUSG00000073702.12	ENSMUSP00000083722.7	True
Rpl31	Rpl31-205	ENSMUST00000194746.6	ENSMUSG00000073702.12	ENSMUSP00000141808.2	True
Rpl31	Rpl31-202	ENSMUST00000178079.8	ENSMUSG00000073702.12	ENSMUSP00000136354.2	True
Rpl31	Rpl31-203	ENSMUST00000179954.8	ENSMUSG00000073702.12	ENSMUSP00000137631.2	True
Rpl31	Rpl31-206	ENSMUST00000195123.6	ENSMUSG00000073702.12	ENSMUSP00000142039.2	True
Tbc1d8	Tbc1d8-201	ENSMUST00000054462.11	ENSMUSG00000003134.11	ENSMUSP00000049967.6	True
Tbc1d8	Tbc1d8-204	ENSMUST00000193823.2	ENSMUSG00000003134.11	ENSMUSP00000141750.2	True
Cnot11	Cnot11-203	ENSMUST00000161515.8	ENSMUSG00000003135.16	ENSMUSP00000125638.2	True
Cnot11	Cnot11-201	ENSMUST00000003219.14	ENSMUSG00000003135.16	ENSMUSP00000003219.9	True
Rnf149	Rnf149-201	ENSMUST00000062525.11	ENSMUSG00000048234.14	ENSMUSP00000050388.6	True
Rnf149	Rnf149-204	ENSMUST00000195705.2	ENSMUSG00000048234.14	ENSMUSP00000141233.2	True
Creg2	Creg2-201	ENSMUST00000053355.6	ENSMUSG00000050967.6	ENSMUSP00000052871.5	True
Rfx8	Rfx8-202	ENSMUST00000151913.3	ENSMUSG00000057173.9	ENSMUSP00000121212.2	True
Map4k4	Map4k4-201	ENSMUST00000163854.9	ENSMUSG00000026074.16	ENSMUSP00000126961.3	True
Map4k4	Map4k4-202	ENSMUST00000168431.7	ENSMUSG00000026074.16	ENSMUSP00000129796.3	True
Map4k4	Map4k4-213	ENSMUST00000193682.6	ENSMUSG00000026074.16	ENSMUSP00000141862.2	True
Map4k4	Map4k4-218	ENSMUST00000195860.6	ENSMUSG00000026074.16	ENSMUSP00000141400.2	True
Map4k4	Map4k4-215	ENSMUST00000195259.6	ENSMUSG00000026074.16	ENSMUSP00000142056.2	True
Map4k4	Map4k4-217	ENSMUST00000195636.6	ENSMUSG00000026074.16	ENSMUSP00000141613.2	True
Map4k4	Map4k4-209	ENSMUST00000192509.6	ENSMUSG00000026074.16	ENSMUSP00000141665.2	True
Il1r2	Il1r2-201	ENSMUST00000027243.13	ENSMUSG00000026073.14	ENSMUSP00000027243.8	True
Il1r1	Il1r1-201	ENSMUST00000027241.11	ENSMUSG00000026072.13	ENSMUSP00000027241.5	True
Il1r1	Il1r1-202	ENSMUST00000114795.3	ENSMUSG00000026072.13	ENSMUSP00000110443.2	True
Il1rl2	Il1rl2-201	ENSMUST00000095020.9	ENSMUSG00000070942.9	ENSMUSP00000092630.4	True
Il1rl2	Il1rl2-204	ENSMUST00000194296.6	ENSMUSG00000070942.9	ENSMUSP00000142248.2	True
Il1rl1	Il1rl1-205	ENSMUST00000174335.8	ENSMUSG00000026069.16	ENSMUSP00000134351.2	True
Il1rl1	Il1rl1-202	ENSMUST00000097772.10	ENSMUSG00000026069.16	ENSMUSP00000095379.4	True
Il1rl1	Il1rl1-203	ENSMUST00000173514.8	ENSMUSG00000026069.16	ENSMUSP00000133784.2	True
Il1rl1	Il1rl1-201	ENSMUST00000053043.8	ENSMUSG00000026069.16	ENSMUSP00000054914.8	True
Il18r1	Il18r1-202	ENSMUST00000167723.8	ENSMUSG00000026070.17	ENSMUSP00000128277.2	True
Il18r1	Il18r1-203	ENSMUST00000193391.6	ENSMUSG00000026070.17	ENSMUSP00000141695.2	True
Il18r1	Il18r1-204	ENSMUST00000193793.6	ENSMUSG00000026070.17	ENSMUSP00000141464.2	True
Il18r1	Il18r1-201	ENSMUST00000108044.4	ENSMUSG00000026070.17	ENSMUSP00000103679.3	True
Il18rap	Il18rap-201	ENSMUST00000027237.12	ENSMUSG00000026068.12	ENSMUSP00000027237.6	True
Slc9a4	Slc9a4-201	ENSMUST00000027233.9	ENSMUSG00000026065.9	ENSMUSP00000027233.8	True
Slc9a2	Slc9a2-201	ENSMUST00000027231.13	ENSMUSG00000026062.13	ENSMUSP00000027231.8	True
Slc9a2	Slc9a2-203	ENSMUST00000192345.2	ENSMUSG00000026062.13	ENSMUSP00000142144.2	True
Mfsd9	Mfsd9-201	ENSMUST00000039672.6	ENSMUSG00000041945.13	ENSMUSP00000035727.6	True
Tmem182	Tmem182-201	ENSMUST00000114765.4	ENSMUSG00000079588.4	ENSMUSP00000110413.3	True
Pou3f3	Pou3f3-202	ENSMUST00000239323.2	ENSMUSG00000045515.5	ENSMUSP00000159226.2	True
Pou3f3	Pou3f3-201	ENSMUST00000054883.4	ENSMUSG00000045515.5	ENSMUSP00000052088.3	True
Mrps9	Mrps9-201	ENSMUST00000057208.13	ENSMUSG00000060679.15	ENSMUSP00000056855.9	True
Gpr45	Gpr45-203	ENSMUST00000179766.3	ENSMUSG00000041907.10	ENSMUSP00000135986.2	True
Gpr45	Gpr45-201	ENSMUST00000114761.2	ENSMUSG00000041907.10	ENSMUSP00000110409.2	True
Tgfbrap1	Tgfbrap1-201	ENSMUST00000095014.8	ENSMUSG00000070939.10	ENSMUSP00000092624.2	True
Tgfbrap1	Tgfbrap1-202	ENSMUST00000186694.7	ENSMUSG00000070939.10	ENSMUSP00000140132.2	True
AI597479	AI597479-201	ENSMUST00000010434.8	ENSMUSG00000010290.8	ENSMUSP00000010434.8	True
Fhl2	Fhl2-201	ENSMUST00000008280.14	ENSMUSG00000008136.15	ENSMUSP00000008280.8	True
Fhl2	Fhl2-202	ENSMUST00000185893.2	ENSMUSG00000008136.15	ENSMUSP00000141170.2	True
Nck2	Nck2-201	ENSMUST00000086421.9	ENSMUSG00000066877.12	ENSMUSP00000083611.6	True
Ecrg4	Ecrg4-201	ENSMUST00000027217.9	ENSMUSG00000026051.9	ENSMUSP00000027217.9	True
Uxs1	Uxs1-202	ENSMUST00000126008.8	ENSMUSG00000057363.13	ENSMUSP00000119939.2	True
Tpp2	Tpp2-201	ENSMUST00000087933.10	ENSMUSG00000041763.15	ENSMUSP00000085244.4	True
Tpp2	Tpp2-207	ENSMUST00000188313.7	ENSMUSG00000041763.15	ENSMUSP00000139918.2	True
Mettl21c	Mettl21c-201	ENSMUST00000061421.4	ENSMUSG00000047343.5	ENSMUSP00000061229.4	True
Ccdc168	Ccdc168-202	ENSMUST00000238662.2	ENSMUSG00000091844.3	ENSMUSP00000158837.2	True
Ccdc168	Ccdc168-201	ENSMUST00000168641.2	ENSMUSG00000091844.3	ENSMUSP00000127017.2	True
Tex30	Tex30-201	ENSMUST00000027215.12	ENSMUSG00000026049.12	ENSMUSP00000027215.6	True
Tex30	Tex30-213	ENSMUST00000156392.8	ENSMUSG00000026049.12	ENSMUSP00000121035.2	True
Tex30	Tex30-204	ENSMUST00000128190.8	ENSMUSG00000026049.12	ENSMUSP00000117565.2	True
Tex30	Tex30-208	ENSMUST00000147571.8	ENSMUSG00000026049.12	ENSMUSP00000114624.2	True
Tex30	Tex30-206	ENSMUST00000133677.8	ENSMUSG00000026049.12	ENSMUSP00000115068.2	True
Tex30	Tex30-211	ENSMUST00000150911.8	ENSMUSG00000026049.12	ENSMUSP00000120928.2	True
Tex30	Tex30-212	ENSMUST00000152239.8	ENSMUSG00000026049.12	ENSMUSP00000114991.2	True
Poglut2	Poglut2-202	ENSMUST00000065767.9	ENSMUSG00000026047.14	ENSMUSP00000064500.3	True
Poglut2	Poglut2-201	ENSMUST00000027213.14	ENSMUSG00000026047.14	ENSMUSP00000027213.8	True
Bivm	Bivm-201	ENSMUST00000035991.8	ENSMUSG00000041684.12	ENSMUSP00000041964.2	True
Bivm	Bivm-202	ENSMUST00000114709.3	ENSMUSG00000041684.12	ENSMUSP00000110357.3	True
Ercc5	Ercc5-201	ENSMUST00000027214.4	ENSMUSG00000026048.17	ENSMUSP00000027214.4	True
Mettl21e	Mettl21e-201	ENSMUST00000054801.4	ENSMUSG00000046828.4	ENSMUSP00000056481.4	True
Gulp1	Gulp1-201	ENSMUST00000074525.10	ENSMUSG00000056870.10	ENSMUSP00000074115.4	True
Gulp1	Gulp1-203	ENSMUST00000160854.8	ENSMUSG00000056870.10	ENSMUSP00000125506.2	True
Gulp1	Gulp1-206	ENSMUST00000162600.2	ENSMUSG00000056870.10	ENSMUSP00000124756.2	True
Col3a1	Col3a1-201	ENSMUST00000087883.13	ENSMUSG00000026043.19	ENSMUSP00000085192.7	True
Col5a2	Col5a2-201	ENSMUST00000086430.5	ENSMUSG00000026042.17	ENSMUSP00000083620.5	True
Wdr75	Wdr75-201	ENSMUST00000027139.15	ENSMUSG00000025995.17	ENSMUSP00000027139.9	True
Slc40a1	Slc40a1-201	ENSMUST00000027137.11	ENSMUSG00000025993.11	ENSMUSP00000027137.5	True
Dnah7b	Dnah7b-201	ENSMUST00000069293.10	ENSMUSG00000041144.13	ENSMUSP00000068738.8	True
Dnah7b	Dnah7b-207	ENSMUST00000238212.2	ENSMUSG00000041144.13	ENSMUSP00000158612.2	True
Dnah7c	Dnah7c-204	ENSMUST00000189749.7	ENSMUSG00000101337.7	ENSMUSP00000140430.2	True
Dnah7c	Dnah7c-201	ENSMUST00000178395.2	ENSMUSG00000101337.7	ENSMUSP00000136771.2	True
Slc39a10	Slc39a10-201	ENSMUST00000027131.6	ENSMUSG00000025986.7	ENSMUSP00000027131.5	True
Tmeff2	Tmeff2-202	ENSMUST00000114565.8	ENSMUSG00000026109.15	ENSMUSP00000110212.2	True
Tmeff2	Tmeff2-201	ENSMUST00000081851.4	ENSMUSG00000026109.15	ENSMUSP00000080533.4	True
Cavin2	Cavin2-201	ENSMUST00000051572.8	ENSMUSG00000045954.8	ENSMUSP00000055694.7	True
Nabp1	Nabp1-201	ENSMUST00000027279.12	ENSMUSG00000026107.12	ENSMUSP00000027279.6	True
Nabp1	Nabp1-205	ENSMUST00000186684.7	ENSMUSG00000026107.12	ENSMUSP00000140179.2	True
Nabp1	Nabp1-207	ENSMUST00000188204.7	ENSMUSG00000026107.12	ENSMUSP00000140469.2	True
Nabp1	Nabp1-206	ENSMUST00000188051.7	ENSMUSG00000026107.12	ENSMUSP00000139853.2	True
Nabp1	Nabp1-202	ENSMUST00000185534.2	ENSMUSG00000026107.12	ENSMUSP00000140557.2	True
Myo1b	Myo1b-202	ENSMUST00000046390.14	ENSMUSG00000018417.15	ENSMUSP00000040447.8	True
Myo1b	Myo1b-203	ENSMUST00000114537.9	ENSMUSG00000018417.15	ENSMUSP00000110184.3	True
Myo1b	Myo1b-204	ENSMUST00000114541.8	ENSMUSG00000018417.15	ENSMUSP00000110188.2	True
Myo1b	Myo1b-201	ENSMUST00000018561.14	ENSMUSG00000018417.15	ENSMUSP00000018561.8	True
Stat4	Stat4-202	ENSMUST00000168302.8	ENSMUSG00000062939.12	ENSMUSP00000130713.2	True
Stat4	Stat4-201	ENSMUST00000027277.7	ENSMUSG00000062939.12	ENSMUSP00000027277.6	True
Stat1	Stat1-205	ENSMUST00000186574.7	ENSMUSG00000026104.15	ENSMUSP00000140518.2	True
Stat1	Stat1-201	ENSMUST00000070968.14	ENSMUSG00000026104.15	ENSMUSP00000066743.8	True
Stat1	Stat1-212	ENSMUST00000191435.7	ENSMUSG00000026104.15	ENSMUSP00000139746.2	True
Stat1	Stat1-206	ENSMUST00000186857.7	ENSMUSG00000026104.15	ENSMUSP00000140875.2	True
Stat1	Stat1-211	ENSMUST00000189347.7	ENSMUSG00000026104.15	ENSMUSP00000141125.2	True
Stat1	Stat1-203	ENSMUST00000186057.7	ENSMUSG00000026104.15	ENSMUSP00000141132.2	True
Gls	Gls-204	ENSMUST00000114513.9	ENSMUSG00000026103.15	ENSMUSP00000110158.3	True
Gls	Gls-203	ENSMUST00000114512.8	ENSMUSG00000026103.15	ENSMUSP00000110157.2	True
Gls	Gls-202	ENSMUST00000114510.8	ENSMUSG00000026103.15	ENSMUSP00000110155.2	True
Nab1	Nab1-205	ENSMUST00000186764.7	ENSMUSG00000002881.15	ENSMUSP00000141191.2	True
Nab1	Nab1-201	ENSMUST00000069792.14	ENSMUSG00000002881.15	ENSMUSP00000066696.8	True
Nab1	Nab1-204	ENSMUST00000170269.2	ENSMUSG00000002881.15	ENSMUSP00000131239.2	True
Nemp2	Nemp2-201	ENSMUST00000165859.8	ENSMUSG00000043015.16	ENSMUSP00000129351.2	True
Mfsd6	Mfsd6-205	ENSMUST00000156876.8	ENSMUSG00000041439.16	ENSMUSP00000122881.2	True
Mfsd6	Mfsd6-201	ENSMUST00000087701.4	ENSMUSG00000041439.16	ENSMUSP00000084991.4	True
Inpp1	Inpp1-201	ENSMUST00000027271.9	ENSMUSG00000026102.10	ENSMUSP00000027271.3	True
Hibch	Hibch-202	ENSMUST00000159352.8	ENSMUSG00000041426.13	ENSMUSP00000124976.2	True
Hibch	Hibch-201	ENSMUST00000044478.7	ENSMUSG00000041426.13	ENSMUSP00000045606.7	True
1700019D03Rik	1700019D03Rik-201	ENSMUST00000050567.11	ENSMUSG00000043629.13	ENSMUSP00000055413.5	True
1700019D03Rik	1700019D03Rik-202	ENSMUST00000114492.8	ENSMUSG00000043629.13	ENSMUSP00000110136.2	True
1700019D03Rik	1700019D03Rik-203	ENSMUST00000114493.2	ENSMUSG00000043629.13	ENSMUSP00000110137.2	True
1700019D03Rik	1700019D03Rik-207	ENSMUST00000191441.2	ENSMUSG00000043629.13	ENSMUSP00000139750.2	True
1700019D03Rik	1700019D03Rik-206	ENSMUST00000190831.7	ENSMUSG00000043629.13	ENSMUSP00000140160.2	True
1700019D03Rik	1700019D03Rik-204	ENSMUST00000186266.2	ENSMUSG00000043629.13	ENSMUSP00000140273.2	True
1700019D03Rik	1700019D03Rik-205	ENSMUST00000190726.2	ENSMUSG00000043629.13	ENSMUSP00000140530.2	True
Mstn	Mstn-201	ENSMUST00000027269.7	ENSMUSG00000026100.7	ENSMUSP00000027269.6	True
Mstn	Mstn-202	ENSMUST00000191197.2	ENSMUSG00000026100.7	ENSMUSP00000140249.2	True
1700019A02Rik	1700019A02Rik-201	ENSMUST00000072235.10	ENSMUSG00000060715.10	ENSMUSP00000072089.4	True
1700019A02Rik	1700019A02Rik-202	ENSMUST00000190748.2	ENSMUSG00000060715.10	ENSMUSP00000139938.2	True
Pms1	Pms1-201	ENSMUST00000027267.14	ENSMUSG00000026098.14	ENSMUSP00000027267.8	True
Ormdl1	Ormdl1-201	ENSMUST00000027266.4	ENSMUSG00000026097.10	ENSMUSP00000027266.4	True
Gm28778	Gm28778-201	ENSMUST00000190734.3	ENSMUSG00000100679.3	ENSMUSP00000141087.3	True
Osgepl1	Osgepl1-201	ENSMUST00000027265.10	ENSMUSG00000026096.15	ENSMUSP00000027265.4	True
Osgepl1	Osgepl1-202	ENSMUST00000114484.8	ENSMUSG00000026096.15	ENSMUSP00000110128.2	True
Gm28551	Gm28551-201	ENSMUST00000144660.3	ENSMUSG00000099913.2	ENSMUSP00000139404.2	True
Asnsd1	Asnsd1-201	ENSMUST00000027264.10	ENSMUSG00000026095.16	ENSMUSP00000027264.4	True
Asnsd1	Asnsd1-202	ENSMUST00000123519.9	ENSMUSG00000026095.16	ENSMUSP00000139025.2	True
Asdurf	Asdurf-201	ENSMUST00000236737.2	ENSMUSG00000117809.2	ENSMUSP00000158316.2	True
